HUGO_GeneName	EntrezID
CCDC71	64925
UPP2	151531
PEX3	8504
ST3GAL3-AS1	101929592
SIT1	27240
KLK12	43849
RNA5SP300	100873575
PCLO	27445
RNF207-AS1	102724450
IFNG	3458
LINC01804	101926966
PAK4	10298
TNK2	10188
RNA5SP168	100873433
RNA5SP454	100873699
RNU6-348P	106481289
CD300E	342510
RGS11	8786
RPS2P4	92427
OR51F3P	390043
NHLRC2	374354
RN7SKP216	106479190
EIF3F	8665
P3H2-AS1	101929152
N4BP2	55728
PLD6	201164
EPHA1-AS1	285965
PVR	5817
CPM	1368
RNU1-101P	106480667
TTC39DP	646640
RNU6-1197P	106481558
ZER1	10444
LOC388242	388242
COQ7	10229
RNA5SP44	100873283
OR7E86P	442104
LUCAT1	100505994
MTURN	222166
UFSP2	55325
GRN	2896
EBI3	10148
RNU6-614P	106481375
DPH5	51611
LINC00028	140875
BTN3A2	11118
RNU6-658P	106479858
RNA5SP413	100873664
SHANK1	50944
NSUN2	54888
FAM120AOS	158293
MTND4P28	100873249
KRT18P35	391584
LINCR-0003	100996645
UNC5C	8633
RNU6-238P	106481253
LOC101929054	101929054
AADACL2	344752
FCF1P9	106480444
RNU6-106P	106479613
MYO1C	4641
TEX51	101929926
LINC01728	105372626
RPL21P123	100271448
SERBP1P2	359996
DCAF12	25853
ATAD3B	83858
LARP1BP1	644578
KCNN1	3780
TFAM	7019
LHFPL5	222662
PTCRA	171558
ZNF460	10794
ZNF440	126070
FLJ30679	146512
NUDT5	11164
CDC42	998
ZNF777	27153
RNU6-1128P	106480062
EIF4EBP3	8637
GALK2	2585
SLC25A24	29957
LINC01432	100270679
CYTH4	27128
RPL26P8	100270884
PTER	9317
RN7SL57P	106480484
TDRP	157695
BECN2	441925
GAB2	9846
RNU6-71P	100873774
LINC01495	102723378
ZNF354A	6940
RNU4-21P	106481178
RPL17P2	652974
WDR3	10885
MTCYBP45	109729120
LINC00114	400866
BCAR1P1	100533717
C18orf25	147339
DNAJA1P1	100129308
LINC01563	101060544
MMP23B	8510
CRADD	8738
HNRNPLP1	442157
RPS4XP18	646583
NFS1	9054
IL15RA	3601
ANAPC1P4	730268
ZHX2	22882
TGM3	7053
ZNF160	90338
SLC47A2	146802
RNU6-993P	106480005
TMPRSS11CP	100381178
LINC00681	101409254
PRDM11	56981
UBE2D2	7322
GNA11	2767
SCAANT1	100861563
BTAF1	9044
CCDC136	64753
MYCBP	26292
AVIL	10677
ZNF324B	388569
TNKS1BP1	85456
L3MBTL4	91133
MHENCR	100505771
MTCO2P20	107075230
PPP1R2B	153743
SEPTIN5	5413
HNRNPA1P27	664721
LOC641695	641695
APRT	353
C3	718
TRIM22	10346
TCOF1	6949
THAP6	152815
TMEM26	219623
LOC100533628	100533628
SPANXA1	30014
C1orf185	284546
DHCR7	1717
DEF8	54849
NUDT12	83594
MYL12B	103910
LEF1-AS1	641518
GLIS1	148979
RAB3A	5864
RAC1P9	100422658
EML2	24139
RNU6-1189P	106480646
USP34	9736
GDA	9615
RPL21P6	652975
RNU6-563P	106481359
OR6F1	343169
OR7E96P	401450
RNU1-96P	106480181
RNY4P14	100379584
RHOH	399
TAF1C	9013
WWTR1-AS1	100128025
LOC100132078	100132078
HSD17B7	51478
GABARAP	11337
MTND6P11	106480727
SNORD115-12	100033449
KRTAP13-1	140258
RCOR3	55758
LINC02237	105375706
RNU6-478P	106479778
RNU6-1020P	106481503
UGT1A10	54575
LMCD1	29995
PTP4A1	7803
LETMD1	25875
RNU6-1203P	106480092
FERP1	553112
RELT	84957
PLA2G10	8399
USP21	27005
CT45A8	102723737
TMCO5A	145942
NIPSNAP2	2631
SLC25A51P4	494141
RNU7-190P	106479096
LOC100887072	100887072
KRTAP5-AS1	338651
ADAM20	8748
MAP1LC3B	81631
DCTN1	1639
USF1	7391
ADH1A	124
RNU7-99P	106480814
RN7SL689P	106481111
KRT18P66	442405
OR6K3	391114
CLSTN2	64084
HLA-DPB1	3115
RNU6ATAC34P	106479557
LINC01581	101927112
ZNF540	163255
ENTHD1	150350
OR1I1	126370
ODAPH	152816
OGFRL1	79627
CDH5	1003
KCNJ1	3758
SNORD13E	109617020
GGACT	87769
MTCYBP32	107075231
RN7SL715P	106479483
EQTN	54586
OR10Q1	219960
RPL21P4	140660
BPY2	9083
C2orf69P1	727964
RN7SKP35	106479111
TMEM160	54958
RN7SL659P	106479462
ZSCAN23	222696
TMEM259	91304
NDUFB5	4711
INTS7	25896
CALM2	805
TRA2B	6434
SAFB2	9667
LINC00665	100506930
SLC29A1	2030
SLC22A2	6582
NEURL2	140825
RNA5SP205	100873466
FAM3B	54097
TSPAN10	83882
LOC101927851	101927851
ARRDC3	57561
EEF1A1P35	389223
RPLP0P7	100271047
LINC01361	101927498
RPL27	6155
JADE2	23338
UCHL1	7345
SPACA5	389852
RNA5SP385	100873640
AADAC	13
MRPL40	64976
RNA5SP527	111644144
RNA5SP392	100873645
RNU7-123P	106479071
SH3TC1	54436
SH2D7	646892
STX11	8676
LOC100421558	100421558
CPD	1362
SYP	6855
CDV3	55573
THRA	7067
RNU6-909P	106481466
FAM138B	654412
RNU6-187P	106481880
C2orf72	257407
VCX	26609
RPL31P25	100270987
TSPY24P	100874287
VIL1	7429
PMPCB	9512
MAP6D1	79929
PRXL2B	127281
HTN3	3347
PYM1	84305
RNA5SP489	100873731
ZNF713	349075
PIGK	10026
RPL27P6	647112
TULP4	56995
EEF1A1P26	100128637
RNU7-144P	106479079
MYLK-AS2	100873940
RNF183	138065
MTND6P10	106478947
NDUFB4P7	107075094
GGT5	2687
ACTA1	58
OPA1	4976
LOC100419654	100419654
YWHAE	7531
ZMYM6	9204
RPL13	6137
CBX2	84733
RPL7P19	100270853
RNA5SP328	100873594
C5orf66-AS2	340073
ZDHHC4P1	100420920
LRRC14	9684
LINC02643	105376444
C18orf21	83608
UBE2Q2L	100505679
ABHD16B	140701
POLG2	11232
ADNP	23394
ZSCAN16	80345
FLAD1	80308
CAMK1D	57118
RNA5SP498	106480770
MTND5P9	100873199
SNAPIN	23557
DDA1	79016
RALGAPB	57148
KLC2	64837
NDUFB5P1	100288337
NT5C	30833
LOC105373496	105373496
SFTPA2	729238
KRT4	3851
THAP10	56906
RNA5SP228	100873486
LYRM4-AS1	100129461
TTLL8	164714
RNU6-603P	106480594
CRYZ	1429
FLI1	2313
RNU6-269P	106481263
SPECC1L-ADORA2A	101730217
BPNT1	10380
DHRS2	10202
CYP11A1	1583
SERTAD4	56256
ANKRD11	29123
RNU1-40P	106480158
TCHP	84260
WWC3	55841
RNU6-599P	106481370
RNA5SP139	100873407
HOXB13	10481
RNF181	51255
MLLT10	8028
GDAP1L1	78997
LINC00330	144817
GPM6A	2823
MYDGF	56005
FMR1	2332
TTLL3	26140
HEPH	9843
NUDT1	4521
PCBD2	84105
SLC39A13	91252
CDC73	79577
ISY1	57461
ZMYM4-AS1	100861513
RPS29P28	100271402
TPM4	7171
MAGEA1	4100
GPAT2P1	643219
KRTAP12-6P	112268487
MPZL2	10205
ANKRD20A1	84210
ECSIT	51295
SDE2	163859
HTR2A	3356
KCNIP4-IT1	359822
MCTP2	55784
RNU6-460P	106479769
SRD5A3-AS1	100506462
CACNA1B	774
LOC100422622	100422622
COPZ2	51226
RNU6-1095P	106481525
GOLGA6D	653643
RN7SL2	378706
NEURL4	84461
RPS2P1	140755
RPS4XP1	400064
LOC100421165	100421165
LOC286453	286453
AURKAIP1	54998
FLG-AS1	339400
CDRT15L2	256223
PSPC1	55269
GRHL1	29841
CDC6	990
FOXL3	116033993
NRBP1	29959
LINC02671	101928887
RNA5SP281	100873534
WDR19	57728
SIK1	150094
ALDH3A2	224
TTLL10	254173
PDE6A	5145
SFTPD	6441
LINC00367	101930748
ALDH7A1P2	542
TMED6	146456
VTI1A	143187
RNU6-1027P	106481505
EPHA1	2041
OR51M1	390059
BNIP3P28	106481966
TRIM73	375593
WDR97	340390
PLA1A	51365
C1orf167-AS1	102724659
RPL39P28	100271520
ADAM32	203102
RNU6-898P	106481462
MTCO1P9	107075139
CD33	945
ZSCAN21	7589
PRSS21	10942
MTND5P25	100873263
DMRTC2	63946
EXOSC9	5393
PPP1R8P1	5512
OR5BQ1P	81202
GEMIN5	25929
C9orf57	138240
MGAM2	93432
ZNF266	10781
SOHLH2	54937
DZIP1L	199221
SLC25A42	284439
SCML4	256380
GABRG2	2566
CCDC182	101927581
ACSL5	51703
COL16A1	1307
NOD2	64127
RNU6-760P	106481420
SHLD1	149840
RPS8	6202
RPL30P3	100270977
ARRDC1	92714
KIAA1109	84162
LOC100506937	100506937
ITGAD	3681
ADAM22	53616
NUTM2F	54754
CYP1A2	1544
PSME3	10197
ATP5F1A	498
VPS33A	65082
CCDC89	220388
RN7SL455P	106479389
DYDC2	84332
LINC01836	107985343
DICER1	23405
PHBP7	548599
H2AB1	474382
POLR3DP1	100422384
LINC02346	100128714
FGR	2268
DUX4L6	653544
PTP4A1P3	100861469
RNA5SP77	100873311
LINC02550	105369490
RPS15A	6210
LOC105370489	105370489
GPR83	10888
CHD8	57680
LOC100506885	100506885
CCDC24	149473
LOC105375519	105375519
HDAC4-AS1	101928111
LOC107984827	107984827
OR2T4	127074
CNP	1267
CLIC6	54102
GADD45GIP1	90480
VWF	7450
CAMK1G	57172
CFAP299	255119
FAM229A	100128071
PNMT	5409
TUSC2	11334
LOC158434	158434
LINC00309	150992
TPP1	1200
IVL	3713
WDR45	11152
ABCA11P	79963
CXCL14	9547
RNA5SP189	100873451
CASC11	100270680
RNU6-138P	106479627
DYM	54808
SLC9C2	284525
RPS12P31	100130192
EPCAM	4072
ENTPD4	9583
CCT5	22948
PCDHGB7	56099
RPSAP3	158674
LINC02025	105377192
LOC401913	401913
SPNS2	124976
CLECL1	160365
LINC02313	105370439
BBX	56987
RN7SL865P	106481154
DUX4L7	653543
OR4B1	119765
NME2	4831
LOC442087	442087
LINC02032	100507461
SCAF11	9169
BRD7P2	647076
LOC285095	285095
RPL36AP35	100271610
FANCG	2189
GSC	145258
CCDC47	57003
RPL21P67	100271180
UGGT2	55757
KCNIP2	30819
RELCH	57614
INPP5E	56623
RPS3P1	140754
RNVU1-6	101954276
CAPRIN1	4076
RN7SL30P	106479235
TAL2	6887
GOLGA6L2	283685
OR51B3P	79342
NUTM2B	729262
KLHDC9	126823
IFT74	80173
RNU6-1274P	106481582
ARRDC3-AS1	100129716
COX5B	1329
ZFP82	284406
SDHAP2	727956
METTL27	155368
PLXNC1	10154
RN7SL428P	106479379
NOTCH2P1	100420260
LOC100130714	100130714
RFC5	5985
GALNT12	79695
CT47A3	728082
SART1	9092
KCNQ1OT1	10984
MTCO2P2	100873202
STX18-AS1	100507266
PARVB	29780
CREBRF	153222
ZIC3	7547
ACRV1	56
CENPF	1063
TNFRSF10C	8794
LOC105371335	105371335
SEPTIN1	1731
LOC100422022	100422022
RPL7P20	728843
ST14	6768
NFIX	4784
DMTN	2039
CLIC2	1193
RPL32P13	100270993
BAG1	573
TJAP1	93643
DUXB	100033411
RETN	56729
SEMA4B	10509
FBXW7-AS1	102191832
ZNF648	127665
NXPH2	11249
OR10A6	390093
ELK1	2002
GBP1P1	400759
TMEM170B	100113407
RPL7P12	100131085
OR10H2	26538
KRTAP25-1	100131902
MTFMT	123263
MTND4LP25	107075243
ELOCP6	100462867
ENKD1	84080
LINC00426	100188949
PGBD4P4	100421146
DPYSL5	56896
CHRDL2	25884
CEP83-DT	144486
RNU6ATAC33P	106481170
RPL31P16	100129418
RN7SKP275	106480917
RFPL3S	10737
CBX3P8	100286965
RNU6-1109P	106480054
ADCY4	196883
EIF4BP2	100129337
NFYB	4801
LINC00504	201853
CTAGE12P	392298
HDAC2-AS2	101927768
H2BS1	54145
PCDHGB5	56101
RNA5SP31	100873363
MYO5BP3	441442
RPS10P10	389127
MRGPRF	116535
LINC00485	283432
FXR2	9513
LPCAT4	254531
ULK3	25989
TDRD15	100129278
LOC101928438	101928438
NDEL1	81565
ICE2	79664
HEPACAM2	253012
CALHM6	441168
ALKBH3	221120
GID8	54994
JUP	3728
PCDH9-AS3	100874086
UAP1	6675
AP5B1	91056
DCTPP1	79077
CKM	1158
INSYN2A	642938
RNU6-47P	106480710
TRPM3	80036
CDKN1A	1026
KCNJ3	3760
NRDC	4898
PPP4R3B	57223
NEFH	4744
TMEM70	54968
GUSBP3	653188
COPS7A	50813
ACAD9	28976
ALAS2	212
RN7SL568P	106479429
RNA5SP407	100873659
LOC105375638	105375638
RPL23AP84	102723981
MNX1-AS1	645249
SCGB2A2	4250
ARHGEF28	64283
LOC283856	283856
RPL3	6122
C12orf76	400073
MZB1	51237
RN7SL495P	106479404
RNU6-724P	106479887
SYT3	84258
LINC01392	104355291
SLC2A4	6517
DCP1A	55802
ATP13A1	57130
UGT1A6	54578
RNU6-811P	106479925
CASC2	255082
CRACD	57482
RNA5SP22	100873277
PRMT7	54496
LINC00294	283267
SNX25P1	100419028
CAPNS1	826
RPP25	54913
OR5H6	79295
NBPF17P	401967
LINC01285	101928287
TMSB4Y	9087
LOC100129601	100129601
CORO6	84940
EIF4A2P5	106480446
RPP38-DT	221060
DCAF1	9730
LOC100287498	100287498
USP17L20	100287441
TMEM216	51259
SNRPF	6636
OR52M1	119772
HDAC1P2	100419489
LOC101928335	101928335
PAFAH1B3	5050
LOC645433	645433
RPL23AP51	100271464
FUBP3	8939
DRG2	1819
PLXNA4	91584
ANGPTL4	51129
SLC25A46	91137
CCDC83	220047
MCOLN3	55283
INCENP	3619
NRXN1	9378
LOC105370586	105370586
RNU6-199P	106481881
RNF152	220441
PDLIM5	10611
CHST2	9435
LINC02731	100128239
ZNF506	440515
LINC01535	101927667
ZNF517	340385
NLRC4	58484
FKBP4	2288
RPL7P6	90193
KLRB1	3820
KBTBD6	89890
RAF1	5894
RNU6-527P	106480587
LINC01587	10141
CDNF	441549
RBIS	401466
TERF2	7014
RPL3P11	100131893
GTF2IP1	2970
LINC00662	148189
KCNJ14	3770
KCNRG	283518
MTRR	4552
GLYR1	84656
TTC21A	199223
RNF138	51444
OR10AG1	282770
NECAP1	25977
OR8B6P	26591
EBLN1	340900
LINC01520	101929684
FNBP1	23048
CAPN12	147968
MIR5689HG	106660610
RN7SL362P	106481022
DACT3	147906
SNORA20B	109616963
RPS20P33	100271564
AAR2	25980
MELTF-AS1	100507057
ZFX	7543
SNORD114-21	767599
RNU6-66P	100873770
FABP3	2170
NEK10	152110
SRPRB	58477
LOC100506178	100506178
PPP3R1	5534
RABIF	5877
DHX30	22907
HIPK1-AS1	101928846
MBD3L4	653656
USP17L4	645402
LILRB1	10859
ADCY8	114
SLC6A5	9152
ACTN4	81
CTXN1	404217
COL18A1-AS2	100874236
MVK	4598
FGD2	221472
DOCK2	1794
MAGOH	4116
SLC5A4P1	100422550
TRIM42	287015
TBC1D8	11138
CKMT2-AS1	100131067
ZNF284	342909
KRT18P62	100287635
TXNL1P1	100419095
BRS3	680
ZNF541	84215
PEBP1	5037
MZF1-AS1	100131691
CCDC169	728591
PGM5P2	595135
MAMDC2	256691
EPHX2	2053
GFRA1	2674
PRR19	284338
SNORD118	727676
MFSD13A	79847
COA7	65260
MANSC4	100287284
FASTKD3	79072
CHMP1AP1	646597
STX18	53407
GPR19	2842
MACROH2A1	9555
LINC00442	348021
RNU6-1236P	106481570
LOC105372316	105372316
ZMAT2	153527
DNAJB11	51726
RN7SL505P	106481758
TFG	10342
RNU6-792P	106481431
NAP1L2	4674
SLC1A7	6512
LOC101928304	101928304
IL1RAPL1	11141
LOC101927635	101927635
IL6-AS1	541472
CSTF1	1477
NAMPTP2	100132712
RNU6ATAC19P	106481165
RPL7P36	100271218
IL1RN	3557
HYDIN	54768
RNU6-751P	106479898
RNU1-114P	106481626
TAS2R2P	338396
RNU6-1218P	106480099
SYT7	9066
GLIS3-AS1	84850
DNAJA1P4	728614
RUBCNL	80183
WBP2P1	147468
CHRNG	1146
MEMO1P4	100462785
MRLN	100507027
CCDC173	129881
RNA5SP223	100873482
OR4N2	390429
OR2A4	79541
RNU6-1046P	106480026
PSMD1	5707
ELOCP11	100462872
CDK12	51755
NAPRT	93100
DCXR-DT	113523640
EPDR1	54749
RPL26P22	643101
LINC02492	100506272
PARP14	54625
RNU6-682P	106479867
TREX2	11219
PRKAR1B	5575
RPL32P3	132241
MBNL1	4154
LOC100421330	100421330
MANBAL	63905
ZSCAN16-AS1	100129195
FAM90A12P	645879
LINC00654	149837
RNU6-380P	106481298
RPL21P53	653156
ARID3A	1820
LINC01028	101928141
MOXD1	26002
VAT1	10493
CSF3R	1441
ALLC	55821
RPL29P1	134756
AKR7A3	22977
OR4A2P	390133
WFDC12	128488
RPL31P41	100271201
MMS19	64210
ATP5PBP1	100422523
MRPS35	60488
SLC22A31	146429
SNORD11B	100113392
C3orf80	401097
GLIS2	84662
HOXC-AS2	100874364
NDUFB9P3	100129370
ADCY6	112
MECR	51102
HIRA	7290
APBA1	320
SPEN	23013
SNORA68B	109616972
LOC284191	284191
STK11	6794
AMY2A	279
CT45A3	441519
HBZP1	3051
HHLA3	11147
LINC02097	101928205
LINC02166	105371416
PTCH2	8643
TMEM161B-AS1	100505894
CLIC5	53405
SNORA17A	677804
MRM2	29960
TUBG1	7283
TMEM44	93109
SNORD38D	109616979
SCG3	29106
YJU2	55702
LINC02759	103312105
FNTA	2339
COX15	1355
U2SURP	23350
KIAA0895	23366
LIMK1	3984
DIRC1	116093
SLCO1B3-SLCO1B7	115072896
TNFSF13	8741
DCUN1D3	123879
PSORS1C2	170680
RPL13P7	391140
RPS12P24	100271551
CD27-AS1	678655
ZNF688	146542
FAM238A	645528
LOC100419293	100419293
POLR2F	5435
HEBP2	23593
POLA1	5422
B3GALT6	126792
ZNF613	79898
LOC100421385	100421385
CCND2-AS1	103752584
LINC02268	101928509
IL24	11009
KLHL20	27252
FAM170B	170370
PRRX2-AS1	101929437
RNU7-194P	106480834
RPL17P5	388132
RPL23P2	54028
TRIM23	373
NBEA	26960
PSMA7	5688
RNA5SP450	100873695
ELP6	54859
NAALADL2-AS3	100862679
MRPL38	64978
DNAH2	146754
PPWD1	23398
FAIM2	23017
CCSER2	54462
MIR497HG	100506755
KCNG3	170850
RNU6-708P	106480602
LY6L	101928108
TMEM158	25907
TXNDC2	84203
DCSTAMP	81501
BCL9	607
HSF5	124535
DMBT1L1	375940
PHBP4	100418774
MAML1	9794
LOC100419847	100419847
ETF1	2107
AGAP11	119385
AGPAT1	10554
TMEM115	11070
ETFA	2108
LOC100132126	100132126
BMP5	653
RNU6-414P	106479749
FRS3	10817
KIAA1755	85449
EXOC3-AS1	116349
RNU6-1107P	106481529
KRT8P11	347265
FFAR1	2864
FCHO2	115548
RN7SL585P	106479436
C1QTNF2	114898
LINC01942	105377736
SLC6A20	54716
TASOR2	54906
C1orf100	200159
LOC100422513	100422513
FAM122C	159091
CGB8	94115
WDR43	23160
RNVU1-22	106481627
SEC63P1	100420341
STING1	340061
TMC7	79905
RNU6-1028P	106480405
RPS15P4	401019
OR4F1P	26685
SLC31A1	1317
RNU7-103P	107063544
KIAA1549L	25758
BNIP1	662
RASSF3	283349
PGAP2	27315
OR4F4	26682
TIPARP	25976
TMEM263	90488
RNU6-309P	106479704
MISP	126353
SENP8	123228
SNORA4	619568
ADSL	158
LINC02067	101243545
HIF1AN	55662
ERRFI1	54206
TMEM234	56063
RNU6-1162P	106480078
EZH2	2146
ARHGAP6	395
SDCBP2-AS1	100507495
GAGE12H	729442
TMEM236	653567
DOK4	55715
RNA5SP406	100873658
MAGEE1	57692
OR51E1	143503
MFSD5	84975
CPLANE1	65250
PLA2G4F	255189
RNASEH1P1	284203
PHBP6	106478940
MARCHF10	162333
SCN1B	6324
RPL21P111	100271439
NUDCD3	23386
LOC101927557	101927557
CARD8	22900
SEPTIN10	151011
TPX2	22974
SNORA22B	109616964
LAMC2	3918
CNOT8	9337
LCE2B	26239
MCMBP	79892
CNOT11	55571
LOC100129484	100129484
RPL31P59	100271480
OR6C2	341416
FAR1	84188
ZNF76	7629
SPHK2	56848
RLN2	6019
TLR2	7097
KANK2	25959
CLCN3	1182
HAMP	57817
RNU6-402P	106481305
FAM122B	159090
CYP2C18	1562
PSMC3	5702
LINC02490	105370822
LINC02076	400579
LINC02218	102723526
MKNK1	8569
METTL16	79066
SNHG22	103091864
SDR42E1P5	100422339
SAMD11P1	100421331
RPL23AP79	100271626
PNPT1	87178
HES5	388585
FPGT-TNNI3K	100526835
ATP8A1	10396
ANKRD30A	91074
LINC00856	100132987
LINC02626	102724589
XRCC1	7515
DLG2	1740
RPS26P21	100271105
RNU6-788P	106480609
LINC02264	105377391
CYP4F8	11283
BTF3P14	100132641
MCRIP2P2	106480278
LRP5	4041
ZRSR2P1	7310
CENPVL1	389857
FTLP13	100462793
ESF1	51575
LOC100130620	100130620
LOC105371050	105371050
USP17L26	728379
HNF1A-AS1	283460
KRTAP3-3	85293
AP1B1	162
AKIP1	56672
OSBP2	23762
PES1P1	345016
CXCL2	2920
RN7SL828P	106481147
LOC101927189	101927189
LOC100133920	100133920
HIPK4	147746
SHISA3	152573
LOC100421787	100421787
RNU6-892P	106481460
MLIP-IT1	100874282
BMPR1A	657
HMGB1P39	100419972
CD69	969
SYNPO2L	79933
OTUB2	78990
LY6K	54742
RPL13AP6	644511
DEFB105A	245908
MAD2L1BP	9587
RN7SL864P	106479536
RNU6-1006P	106480010
SERPINF1	5176
CALM2P4	643193
LAMC1-AS1	110841583
FOXO1	2308
ZNF445	353274
KRTAP9-6	100507608
DGCR5	26220
XG	7499
EIF1AY	9086
CRTC2	200186
NKX6-2	84504
LOC751837	751837
MGAT4A	11320
LOC100130950	100130950
OR56B3P	401675
ATL1	51062
RNU7-21P	100147769
PACC1	55248
RPL7AP60	100271538
PRR23C	389152
CYP2D7	1564
SIRPA	140885
LOC100420802	100420802
RPUSD2	27079
GCSAML	148823
RN7SL594P	106479439
MYC	4609
ZNF558	148156
ANGPTL6	83854
NUDT8	254552
RNU6-293P	106481271
RNU6-1337P	106481602
LOC100652960	100652960
GKAP1	80318
CSF2	1437
SFI1	9814
RNU4-37P	106481183
PSMD3	5709
ALDH1A1	216
RNA5SP432	100873682
C16orf90	646174
PPP4R4	57718
ADAM29	11086
KRT8P9	390601
ANTKMT	65990
SNORD114-19	767597
STOM	2040
PARM1-AS1	100507388
TMEM63B	55362
SYNE3	161176
RNU6-900P	106481463
DCTN5	84516
MTND6P1	100499469
CRISP3	10321
RACK1	10399
HAP1	9001
HNRNPKP1	389322
ELFN2	114794
SPINK6	404203
DPYS	1807
ROR1-AS1	101927034
RN7SL310P	106479336
RN7SL815P	106479519
TRPC5	7224
IMPDH1P10	100874399
LOC284788	284788
ZNF446	55663
TOMM20	9804
PEAR1	375033
SNORD88B	692203
STOX2	56977
TLX2	3196
SLC2A13	114134
LINC00472	79940
PLIN1	5346
ZNF316	100131017
LINC01717	105372893
SGCB	6443
RNU6-801P	106479920
MCMDC2	157777
CCHCR1	54535
ZNF354B	117608
UBTFL1	642623
RPL26L1	51121
NAMPT	10135
CARF	79800
LOC100996318	100996318
CEP152	22995
ARHGAP19-SLIT1	100533184
MTND1P19	100873220
CD244	51744
RNA5SP42	100873281
RPL26P10	100270886
MRPS31P1	351449
RNA5SP515	100873566
OPN1LW	5956
FMOD	2331
CATSPERZ	25858
SNHG17	388796
AK4	205
SLC15A3	51296
RN7SL401P	106480507
CLIP4	79745
STAC3	246329
OR9G1	390174
LOC100131553	100131553
CFAP57	149465
MTCO1P46	107075175
OR7E23P	391279
MYL6	4637
FOXE3	2301
HECTD3	79654
PLPPR4	9890
OR5H4P	79299
LINC01307	104355286
METTL5	29081
HRC	3270
DAZ2	57055
SHMT2	6472
LINC01725	101927587
DOCK3	1795
RNU6-622P	106479841
OFD1P8Y	386692
SNORA14A	677801
GUCA1B	2979
OR2T27	403239
C16orf87	388272
HMGN1P5	100874429
TBL1X	6907
KIF2A	3796
PTPN2	5771
TMEM184B	25829
LINC01124	440925
TMCO2	127391
GRAMD4P7	100631251
LOC648987	648987
LINC02355	101927849
SEMA4G	57715
LOC101928881	101928881
CBLL2	158506
SIGLEC5	8778
RPL21P42	100271162
ORMDL1	94101
EPPK1	83481
KLKP1	606293
CA5AP1	764
TAF13P2	100462886
SPA17	53340
DOCK8	81704
CCSAP	126731
CBFA2T3	863
CEPT1	10390
RABGGTA	5875
MOB1B	92597
LOC100422263	100422263
LINC01798	100507073
WDFY4	57705
SCUBE2	57758
SCAMP5	192683
FAM135B	51059
LOC100422529	100422529
TREX1	11277
CCDC134	79879
OR51A10P	81295
COX7A1	1346
OR52V1P	81242
RPL17P31	100271156
RSPO1	284654
PLA2G2F	64600
TRAPPC8	22878
HPSE	10855
NFAM1	150372
RN7SL546P	106479420
LOC100286958	100286958
MARK3P1	100421550
RNU6-664P	106479861
HMGB1P49	100420013
SAXO2	283726
TMBIM4	51643
RAP1B	5908
ZNF544	27300
RNA5SP387	107133508
TAS2R7	50837
CSTF2	1478
RN7SKP64	106480852
NACAP2	651144
RGS1	5996
AGAP1-IT1	100506749
VWA2	340706
BEND3P2	392368
BIN1	274
PCSK6-AS1	105371027
SLMAP	7871
HSD11B2	3291
LINC02829	105375009
SIGLEC11	114132
RNA5SP251	100873507
PDCL3P7	390340
ARHGEF26-AS1	100507524
KIF26B	55083
LYPD1	116372
CDCA2	157313
ANKRD2	26287
RRP1B	23076
MARK2P11	100421484
DNER	92737
C20orf197	284756
UNG	7374
CASP3P1	100131616
UPK3A	7380
LOC102723701	102723701
AGO2	27161
CHRNA10	57053
TUB-AS1	101927917
HMGN2	3151
UPK3B	105375355
DLX2-DT	104326193
TPM1	7168
OR13Z3P	403230
RNU7-121P	106480449
BAG5	9529
NDUFS3	4722
SGTA	6449
UBD	10537
PTOV1	53635
RNU6-619P	106479840
NUP188	23511
F8A2	474383
DYNAP	284254
LDAH	60526
TBX10	347853
RPL7AP39	646476
MPZL1	9019
PGAP1	80055
KANSL1-AS1	644246
MAPK6-DT	112543478
GAL3ST4	79690
PDE4B	5142
ERO1B	56605
RNU1-57P	106480166
TPBG	7162
PRKD1	5587
PBX4	80714
RPS15P8	390576
LOC100421029	100421029
C10orf105	414152
HAUS8	93323
KCNH8	131096
RNU6-118P	106479618
CLEC4G	339390
CYCS	54205
ZNF766	90321
LOC100421651	100421651
ZXDA	7789
RPS15AP29	100128863
RNA5SP382	100873637
SMNDC1	10285
SPATA17	128153
SNORD66	692107
HDGFL3	50810
FAM189A1	23359
RNA5SP459	100873703
PLA2G12B	84647
JMJD7-PLA2G4B	8681
PRLR	5618
RNU7-154P	106481802
GSTM5	2949
CSNK2A3	283106
CDY2A	9426
UBBP4	23666
RN7SKP97	106480463
ATF3	467
CCNL1	57018
SULT2B1	6820
SLX4IP	128710
RNA5SP212	100873472
GNGT1	2792
TMEM121B	27439
RNU6-415P	106481309
SAMSN1-AS1	100874190
FSHR	2492
ACKR4	51554
PNPLA1	285848
FAM120A	23196
C8A	731
RPS6KA5	9252
NFILZ	105372267
SNORA73A	6080
APOO	79135
SNORA14B	677802
IGLL1	3543
RNU6-1211P	106480096
KHK	3795
MICOS13	125988
GSX2	170825
IMMP1L	196294
CFAP43	80217
COA1	55744
POGLUT2	79070
CFH	3075
BTNL9	153579
GPR17	2840
GTSE1-DT	150384
KCND3-IT1	100874295
PHB2	11331
SNORD114-12	767590
UTS2	10911
CCAR1	55749
TMEM245	23731
LOC105372352	105372352
CD1B	910
DPM2	8818
MRGPRG-AS1	283303
SLC5A4	6527
RNU6-932P	106481474
LOC100419506	100419506
MLLT6	4302
LOC101928682	101928682
RNF220	55182
CSNK2A1	1457
SERPINB7	8710
NTM-AS1	101929637
ATG4B	23192
NCR3LG1	374383
